013CH271I-08C SP/122N,5,1
013CH271I-08C SP/126N,6,1
013CH271I-08C SP/180,3,1
013CH271I-08C SP/181,3,3
013CH271I-08C SP/182,3,1
013CH271I-08C SP/183,7,7
013CH271I-08C SP/184,3,0
013CH271I-09C SN/01,3,1
013CH271I-09C SN/02,9,3
013CH271I-09C SN/03,9,1
013CH271I-09C SP/122N,2,0
013CH271I-09C SP/126N,4,2
013CH271I-09C SP/180,6,1
013CH271I-09C SP/181,5,0
013CH271I-09C SP/182,4,0
013CH271I-09C SP/183,7,6
013CH271I-09C SP/184,1,0
013CH271I-17C SN/01,2,2
013CH271I-17C SN/02,6,2
013CH271I-17C SN/03,6,0
013CH271I-17C SP/122N,2,0
013CH271I-17C SP/126N,3,0
013CH271I-17C SP/180,4,3
013CH271I-17C SP/181,3,2
013CH271I-17C SP/182,3,1
013CH271I-17C SP/183,9,6
013CH271I-17C SP/184,1,0
013CH271I-41C SN/01,2,0
013CH271I-41C SN/02,6,0
013CH271I-41C SN/03,12,0
013CH271I-41C SP/122N,3,1
013CH271I-41C SP/126N,5,0
013CH271I-41C SP/180,6,2
013CH271I-41C SP/181,7,0
013CH271I-41C SP/182,5,0
013CH271I-41C SP/183,7,1
013CH271I-41C SP/184,4,0
013CH271I-42C SN/02,5,0
013CH271I-42C SN/03,6,2
013CH271I-42C SP/122N,3,0
013CH271I-42C SP/126N,4,0
013CH271I-42C SP/180,2,4
013CH271I-42C SP/181,3,1
013CH271I-42C SP/182,4,0
013CH271I-42C SP/183,11,1
013CH271I-42C SP/184,3,0
013CH271I-49C SN/01,2,0
013CH271I-49C SN/02,13,2
013CH271I-49C SN/03,16,1
013CH271I-49C SP/122N,2,1
013CH271I-49C SP/126N,4,2
013CH271I-49C SP/180,4,4
013CH271I-49C SP/181,6,0
013CH271I-49C SP/182,4,0
013CH271I-49C SP/183,12,6
013CH271I-49C SP/184,2,0
013CH271I-50C SN/01,3,0
013CH271I-50C SN/02,15,1
013CH271I-50C SN/03,11,2
013CH271I-50C SP/122N,4,1
013CH271I-50C SP/126N,7,1
013CH271I-50C SP/180,0,5
013CH271I-50C SP/181,2,4
013CH271I-50C SP/182,5,0
013CH271I-50C SP/183,16,8
013CH271I-50C SP/184,2,0
013CH27II-42C SP/122N,2,0
