CH271E-50 SP/183,JUC000012302,2020/08/04,2020/10/02,1,CH271   0001482
CH271E-42 SP/183,JUC000012302,2020/08/04,2020/10/02,1,CH271   0001481
CH271-37 SP/183,JUC000012302,2020/08/04,2020/10/02,2,CH271   0000477
CH271-35 SP/180,JUC000012302,2020/08/04,2020/10/02,2,CH271   0000472
CH271-35 SP/198,JUC000012341,2020/08/04,2020/10/08,1,CH271   0001069
CH1071N-03SETC SP/192,JUC000012380,2020/08/05,2020/10/01,1,CH1071  0000103
CH232W-09 SP/198,JUC000012382,2020/08/05,2020/10/08,1,CH232   0001671
CH232W-17 SP/198,JUC000012382,2020/08/05,2020/10/08,1,CH232   0001829
CH232W-35 SP/198,JUC000012382,2020/08/05,2020/10/08,1,CH232   0001348
CH232W-37 SP/198,JUC000012382,2020/08/05,2020/10/08,1,CH232   0001641
CH232W-09 SP/196,JUC000012398,2020/08/06,2020/10/09,1,CH232   0001610
CH232W-49 SP/196,JUC000012398,2020/08/06,2020/10/09,1,CH232   0001611
CH232W-37 SP/196,JUC000012398,2020/08/06,2020/10/09,2,CH232   0001447
CH232W-03 SP/180,JUC000012416,2020/08/06,2020/10/08,1,CH232   0001341
CH232W-37 SP/180,JUC000012416,2020/08/06,2020/10/08,2,CH232   0001050
LH03-20 SP/183,JUC000012478,2020/08/07,2020/10/09,1,LH03    0000153
CH271E-03 SP/192,JUC000012484,2020/08/07,2020/10/08,2,CH271   0001497
CH271E-03 SP/192,JUC000012484,2020/08/07,2020/10/08,1,CH271   0001597
CH271-37 SP/192,JUC000012484,2020/08/07,2020/10/08,6,CH271   0000873
CH271-35 SP/192,JUC000012484,2020/08/07,2020/10/08,1,CH271   0000890
CH271-35 SP/191,JUC000012484,2020/08/07,2020/10/08,1,CH271   0001051
CH271-35 SP/195,JUC000012486,2020/08/07,2020/10/08,2,CH271   0000859
CH271-08C SP/192,JUC000012526,2020/08/14,2020/10/08,1,CH271   0001747
CH271-37C SP/192,JUC000012526,2020/08/14,2020/10/08,1,CH271   0001266
CH271-37C SP/192,JUC000012526,2020/08/14,2020/10/08,1,CH271   0001266
CH271-50C SP/207,JUC000012539,2020/08/14,2020/10/08,1,CH271   0001240
CH271-42C SP/207,JUC000012539,2020/08/14,2020/10/08,1,CH271   0001748
CH271-17C SP/207,JUC000012539,2020/08/14,2020/10/08,1,CH271   0001749
CH271-37C SP/207,JUC000012539,2020/08/14,2020/10/08,2,CH271   0001242
CHY038-14F SP/190,JUC000012544,2020/08/14,2020/10/06,1,CHY038  0000009
CH232-07C SP/182,JUC000012551,2020/08/14,2020/10/08,1,CH232   0001831
CH232-49C SP/182,JUC000012551,2020/08/14,2020/10/08,1,CH232   0001832
CH232W-37C SP/182,JUC000012551,2020/08/14,2020/10/08,2,CH232   0001833
CH271-08C SP/197,JUC000012554,2020/08/14,2020/10/16,1,CH271   0001750
CH271-50C SP/197,JUC000012554,2020/08/14,2020/10/16,1,CH271   0001751
CH271-37C SP/197,JUC000012554,2020/08/14,2020/10/16,2,CH271   0001744
CH271-03C SP/199,JUC000012561,2020/08/14,2020/10/16,1,CH271   0001752
CH271-17C SP/199,JUC000012561,2020/08/14,2020/10/16,1,CH271   0001753
CH271-37C SP/199,JUC000012561,2020/08/14,2020/10/16,2,CH271   0000907
