資産区分,資産区分名,拠点CD,拠点名,品目区分,品目区分名,品目CD,品目名,在庫場所CD,在庫場所名,ロケーション,在庫状態区分名,ロット番号,工順,手配内容名,前月末在庫数,在庫単位名,当月入庫数,当月出庫数,現在在庫数,評価単価,現在在庫金額,規格,型式,受注製品名,備考,サイズ１,サイズ２,サイズ３,品種CD,品種名,品目分類CDＡ,品目分類CDＡ名,原価計算しない区分,品目分類CDＢ名,発注フラグ,品目分類CDＣ名,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,在庫予備項目１,在庫予備項目２,在庫予備項目３,入庫数内訳１,入庫数内訳２,入庫数内訳３,入庫数内訳４,入庫数内訳５,入庫数内訳６,入庫数内訳７,入庫数内訳８,入庫数内訳９,入庫数内訳１０,出庫数内訳１,出庫数内訳２,出庫数内訳３,出庫数内訳４,出庫数内訳５,出庫数内訳６,出庫数内訳７,出庫数内訳８,出庫数内訳９,出庫数内訳１０
1,自社資産,1,南濃工場,1,製品,BRU        00001,BRU        7801     GYBL               Z,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,1,0,169100,0,BRU        7801     GYBLZ,BRU,BRU ｻｲﾄﾞﾎﾞｰﾄﾞ,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRU        00003,BRU        6818     GYBL               Z,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,1,0,129400,0,BRU        6818     GYBLZ,BRU,BRT TVﾎﾞｰﾄﾞ180,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRU        00014,BRU        6815     BWBL               Z,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,1,0,125700,0,BRU        6815     BWBLZ,BRU,BRT TVﾎﾞｰﾄﾞ150,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRU        00015,BRU        6822     BW                 Z,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,1,0,199800,0,BRU        6822     BW  Z,BRU,BRU TVﾎﾞｰﾄﾞ220,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRU        6818     BW  0,BRU        6818     BW                  ,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,1,0,115000,0,BRU        6818     BW  0,BRU,BRT TVﾎﾞｰﾄﾞ180,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRU        6818     GY  0,BRU        6818     GY                  ,Z001,南濃倉庫,,通常,,999,セット組み,0,,5,5,0,118100,0,BRU        6818     GY  0,BRU,BRT TVﾎﾞｰﾄﾞ180,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,BRZ        7095     BW  0,BRZ        7095     BW                  ,Z001,南濃倉庫,,通常,,999,セット組み,0,,1,0,1,42698,42698,BRZ        7095     BW  0,BRZ,ｻｲﾄﾞｼｪﾙﾌ,,0,0,0,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10012,CE22       5        W39 A011            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,9,9,0,31100,0,CE22       5        W39 1,CE22        布,ｺｸﾖ  ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10013,CE22       3        W39 A011            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,4,4,0,59700,0,CE22       3        W39 1,CE22        布,ｺｸﾖ  ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10164,CE22       5        W35 E015            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,2,2,0,24300,0,CE22       5        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10167,CE22       5        W35 ﾆｭｰｽBK          ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,6,6,0,26222,0,CE22       5        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10169,CE22       1        W35 ﾆｭｰｽBK,Z001,南濃倉庫,,通常,,999,検査梱包,0,,2,2,0,13900,0,CE22       1        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10183,CE22       3        W35 E015            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,1,1,0,39900,0,CE22       3        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10239,CE22       1        W39 B022            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,1,1,0,12700,0,CE22       1        W39 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10240,CE22       3        W39 B022            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,2,2,0,48900,0,CE22       3        W39 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10298,CE22       5        W39 G021            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,4,4,0,24200,0,CE22       5        W39 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10319,CE22       5        W35 H165            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,2,2,0,21800,0,CE22       5        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10320,CE22       3        W35 H165            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,2,2,0,35700,0,CE22       3        W35 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE22       10321,CE22       3        W39 G021            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,1,1,0,39800,0,CE22       3        W39 1,CE22        布,ｺｸﾖ ﾘｱｸﾄ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE72       30012,CE72       0        W79 LNB6           9,Z001,南濃倉庫,,通常,,999,検査梱包,0,,5,5,0,63060,0,CE72       0        W79 39,CE72        革,ｺｸﾖ ｱﾅﾍﾞﾙ2,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE72       30013,CE72       3        W77 LNB6           9,Z001,南濃倉庫,,通常,,999,検査梱包,0,,6,6,0,90830,0,CE72       3        W77 39,CE72        革,ｺｸﾖ ｱﾅﾍﾞﾙ2,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE88       10044,CE88       5            A011            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,10,10,0,39700,0,CE88       5            1,CE88        布,ｺｸﾖ ﾌﾟﾛｸﾞﾉｽ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1,自社資産,1,南濃工場,1,製品,CE88       10045,CE88       3            A011            ,Z001,南濃倉庫,,通常,,999,検査梱包,0,,3,3,0,83500,0,CE88       3            1,CE88        布,ｺｸﾖ ﾌﾟﾛｸﾞﾉｽ,,0,0,0,0,製造品,,,1,原価計算しない,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
