資産区分,資産区分名,拠点CD,拠点名,品目区分,品目区分名,品目CD,品目名,在庫場所CD,在庫場所名,ロケーション,在庫状態区分名,ロット番号,工順,手配内容名,前月末在庫数,在庫単位名,当月入庫数,当月出庫数,現在在庫数,評価単価,現在在庫金額,規格,型式,受注製品名,備考,サイズ１,サイズ２,サイズ３,品種CD,品種名,品目分類CDＡ,品目分類CDＡ名,原価計算しない区分,品目分類CDＢ名,発注フラグ,品目分類CDＣ名,品種大分類CD,品種大分類名,品種中分類CD,品種中分類名,品種小分類CD,品種小分類名,在庫予備項目１,在庫予備項目２,在庫予備項目３,入庫数内訳１,入庫数内訳２,入庫数内訳３,入庫数内訳４,入庫数内訳５,入庫数内訳６,入庫数内訳７,入庫数内訳８,入庫数内訳９,入庫数内訳１０,出庫数内訳１,出庫数内訳２,出庫数内訳３,出庫数内訳４,出庫数内訳５,出庫数内訳６,出庫数内訳７,出庫数内訳８,出庫数内訳９,出庫数内訳１０
1,自社資産,1,南濃工場,1,製品,BK-CU   5  10054,BK-CU   5  404040       58/3116,Z001,南濃倉庫,,通常,,999,検査梱包,0.00,,1.00,1.00,0.00,13900.00,0.00,BK-CU   5  404040       1,BK-CU   5   布,ｱｿｰﾄｷｭｰﾋﾞｯｸｽﾂｰﾙ,,0.00000,0.00000,0.00000,0,製造品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRS        00028,BRS        311   T  VWH                Z,Z001,南濃倉庫,,通常,,999,セット組み,1.00,,0.00,0.00,1.00,25500.00,25500.00,BRS        311   T  VWH Z,BRS         布,BRS 天板,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        00001,BRU        7801     GYBL               Z,Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,169100.00,0.00,BRU        7801     GYBLZ,BRU,BRU ｻｲﾄﾞﾎﾞｰﾄﾞ,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        00003,BRU        6818     GYBL               Z,Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,129400.00,0.00,BRU        6818     GYBLZ,BRU,BRT TVﾎﾞｰﾄﾞ180,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        00010,BRU        6818     BWGY               Z,Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,129400.00,0.00,BRU        6818     BWGYZ,BRU,BRT TVﾎﾞｰﾄﾞ180,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        6818     BW  0,"BRU        6818     BW                  ",Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,115000.00,0.00,BRU        6818     BW  0,BRU,BRT TVﾎﾞｰﾄﾞ180,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        6818     DB  0,"BRU        6818     DB                  ",Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,118100.00,0.00,BRU        6818     DB  0,BRU,BRT TVﾎﾞｰﾄﾞ180,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        6818     GY  0,"BRU        6818     GY                  ",Z001,南濃倉庫,,通常,,999,セット組み,0.00,,4.00,4.00,0.00,118100.00,0.00,BRU        6818     GY  0,BRU,BRT TVﾎﾞｰﾄﾞ180,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,4.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,4.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        7801     BW  0,"BRU        7801     BW                  ",Z001,南濃倉庫,,通常,,999,セット組み,0.00,,1.00,1.00,0.00,145000.00,0.00,BRU        7801     BW  0,BRU,BRU ｻｲﾄﾞﾎﾞｰﾄﾞ,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
1,自社資産,1,南濃工場,1,製品,BRU        7801     GY  0,"BRU        7801     GY                  ",Z001,南濃倉庫,,不良,,999,セット組み,1.00,,0.00,0.00,1.00,145000.00,145000.00,BRU        7801     GY  0,BRU,BRU ｻｲﾄﾞﾎﾞｰﾄﾞ,,0.00000,0.00000,0.00000,2,仕入商品,,,1,原価計算しない,,,,,,,,,,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
