CH1099-3PSET SP/181,JUC000010039,2020/06/22,2020/08/22,10,CH1099  0000001
CH1099-0.5P SP/181,JUC000010039,2020/06/22,2020/08/22,10,CH1099  0000006
CH1099-3PSET SP/206,JUC000010039,2020/06/22,2020/08/22,1,CH1099  0000008
CH1099-0.5P SP/206,JUC000010039,2020/06/22,2020/08/22,1,CH1099  0000010
CH1099-3PSET SP/207,JUC000010039,2020/06/22,2020/08/22,1,CH1099  0000011
CH1099-0.5P SP/207,JUC000010039,2020/06/22,2020/08/22,1,CH1099  0000012
CH1100-3PSET SP/209,JUC000010040,2020/06/22,2020/08/22,4,CH1100  0000003
CH1100-0.5P SP/209,JUC000010040,2020/06/22,2020/08/22,4,CH1100  0000007
CH1101-3PLSET SN/02,JUC000010041,2020/06/22,2020/08/22,2,CH1101  0000001
CH1101-3PRSET SN/02,JUC000010041,2020/06/22,2020/08/22,1,CH1101  0000002
CH907-07 SP/180,JUC000010044,2020/06/22,2020/08/22,2,CH907   0000289
CH907-49 SP/180,JUC000010044,2020/06/22,2020/08/22,2,CH907   0000260
CH907-37 SP/180,JUC000010044,2020/06/22,2020/08/22,4,CH907   0000288
CH907-35 SP/181,JUC000010044,2020/06/22,2020/08/22,4,CH907   0000334
CH907-06 SP/180,JUC000010046,2020/06/22,2020/08/22,6,CH907   0000286
CH907-50 SP/180,JUC000010046,2020/06/22,2020/08/22,6,CH907   0000287
CH907-37 SP/180,JUC000010046,2020/06/22,2020/08/22,12,CH907   0000288
CH907-35 SP/181,JUC000010046,2020/06/22,2020/08/22,12,CH907   0000334
CH907-07 SP/180,JUC000010050,2020/06/22,2020/08/22,2,CH907   0000289
CH907-49 SP/180,JUC000010050,2020/06/22,2020/08/22,2,CH907   0000260
CH907-37 SP/180,JUC000010050,2020/06/22,2020/08/22,4,CH907   0000288
CH907-35 SP/180,JUC000010050,2020/06/22,2020/08/22,4,CH907   0000270
CH907-06 SP/180,JUC000010052,2020/06/22,2020/08/22,2,CH907   0000286
CH907-50 SP/180,JUC000010052,2020/06/22,2020/08/22,2,CH907   0000287
CH907-37 SP/180,JUC000010052,2020/06/22,2020/08/22,4,CH907   0000288
CH907-35 SP/180,JUC000010052,2020/06/22,2020/08/22,4,CH907   0000270
CH907-07 SP/209,JUC000010054,2020/06/22,2020/08/22,1,CH907   0000313
CH907-49 SP/209,JUC000010054,2020/06/22,2020/08/22,1,CH907   0000314
CH907-37 SP/209,JUC000010054,2020/06/22,2020/08/22,2,CH907   0000278
CH907-35 SP/209,JUC000010054,2020/06/22,2020/08/22,2,CH907   0000312
CH907-07 SP/183,JUC000010055,2020/06/22,2020/08/22,1,CH907   0000268
CH907-49 SP/183,JUC000010055,2020/06/22,2020/08/22,1,CH907   0000271
CH907-37 SP/183,JUC000010055,2020/06/22,2020/08/22,2,CH907   0000269
CH907-35 SP/183,JUC000010055,2020/06/22,2020/08/22,2,CH907   0000276
